upid,Gene,Number of peptides,Confidence score,Protein molecular weight,GLC_BATCH_mu=0.6_NEW,FUM_BATCH_mu=0.55_NEW,PERSIST@8H_mu=0.02_NEW,STARVED@8H_mu=-0.005_NEW
P76251,dmlA,2,85.92,40271.11044,17.5794367902,21.2376366691,2.5760497129,12.428229464
P69853,dmsD,5,300.61,23311.73668,266.1424249731,244.5472470833,249.6719580085,197.2096702756
P03004,dnaA,9,384.64,52500.2329900001,176.5731959763,174.6881180894,106.7558969713,132.1774380753
P0ACB0,dnaB,11,512.49,52339.6988900001,267.7883003335,268.3266088333,235.3339184415,260.5409448596
P0AEF0,dnaC,3,161.05,27899.10527,54.2562739542,55.4207459301,149.4186641962,172.3105377816
P10443,dnaE,3,163.91,129804.097950001,15.6441865443,29.6771013247,17.2675296017,22.8045332391
P08622,dnaJ,11,572.44,41056.4720200001,609.8712230627,618.4862632756,785.6384106951,841.2618377224
P0A6Y8,dnaK,55,4595.02,69054.4744400002,6867.1875387557,7409.555224817,9962.5860150152,8318.5398410848
P0A988,dnaN,9,514.95,40542.71128,387.1531164118,351.3871495375,310.3186153548,404.7221124919
P0A8J2,dnaT,2,63.37,19425.00867,95.5512345063,144.4267224678,40.6703597812,89.6551774922
P06710,dnaX,5,251.13,71075.36174,44.5232541761,47.8474000858,18.5516887759,45.645508743
P0AA89,dosC,4,214.22,53126.6320800002,21.1968112715,28.0155268687,128.160578506,77.2918620422
P0AEF4,dpiA,1,38.07,25419.22105,2.7737599577,13.1830549317,2.5901867158,0.1303142794
P23847,dppA,38,2352.03,60237.2395200001,3109.0614377749,8117.6528370344,3480.5720989494,8302.7035307673
P0AEF8,dppB,2,107.33,37454.16911,146.6488050245,271.778420731,100.7036896512,230.0218624653
P0AAG0,dppD,10,601.94,35803.4273,361.9837803492,606.7682947442,276.1334192308,645.4089146463
P37313,dppF,10,591.2,37518.44931,376.9109042023,639.66130672,352.2244753132,757.4877977459
P0ABT2,dps ,14,1022.7,18665.72624,801.3457833841,1221.7664810307,1963.006372031,2451.7208746006
P0AEG4,dsbA,8,428.61,23071.69653,632.773501453,853.7756447202,781.7639109353,771.3191603934
P0A6M2,dsbB,2,86.67,20110.56132,150.4587072994,145.6578782161,203.1235482349,197.5014150546
P0AEG6,dsbC,6,410.99,25586.89691,505.4759829322,353.4690883746,383.827108026,358.566240877
P77202,dsbG,5,263.88,27459.24651,175.4848532907,153.306553268,285.1980094513,155.366883878
P00926,dsdA,2,68.07,47852.1381200001,59.2335961336,27.7748128036,48.1437088051,24.6528185313
P0A6M4,dtd ,5,182.84,15921.98499,175.067905884,221.134216726,131.3962916124,201.6456055976
P32695,dusA,8,379.23,36768.40073,175.2640378478,163.2790555785,123.8562213473,153.1576292198
P06968,dut ,6,386.13,16127.24139,1946.5911684375,1786.5702991553,1465.6120143333,1737.0748979528
P45568,dxr ,5,242.88,43341.90222,56.3640229848,60.8608926978,69.6206509821,65.5439763484
P77488,dxs ,12,681.38,67555.7918200001,266.7953283855,297.4741199621,246.6560915912,325.0595399777
P06846,ebgR,3,154.12,36169.89052,32.796688888,38.3002769702,31.7725766741,35.3611530984
P0ADB7,ecnB,1,148.05,4788.51531,10601.3499209962,11243.5138196328,60544.4158646452,30091.7930074971
P23827,eco ,1,72.68,18162.39088,40.8209453211,65.2594881799,169.024400276,67.2024844743
P0A955,eda ,13,858.96,22251.88875,2429.1645395893,1915.6213999754,1899.1828839227,2181.2288440994
P0ADF6,edd ,2,44.81,64579.7842700002,37.7534398983,13.982342328,21.1721279449,4.3431536597
P0A6N4,efp ,7,538.51,20560.41097,4796.7539716318,4159.0023194458,3365.3132861307,3974.1911657409
P0AEH5,elaB,6,457.79,11280.81214,3058.2996048901,3981.4103145896,5792.383183145,4471.4227768651
P0ABU5,elbB,4,181.68,22948.79863,115.9089221021,155.9209517209,52.4798695356,272.7770887089
P27303,emrA,6,304.79,42691.6195400001,153.1392668892,68.0805677059,156.2394580143,86.2613980793
P0C960,emtA,3,161.55,22194.43952,105.38955839,93.4872346313,60.7982033629,12.0337130122
P0A6P7,engB,6,433.25,23528.17928,618.077999346,522.0307159493,680.8634111586,563.1196628184
P0ABU2,engD,13,923.32,39624.2595100001,1232.9337319164,1010.1473756101,888.4096738026,860.7779466809
P0A6P9,eno ,20,2417.56,45608.4106900001,8991.7950450072,7073.0599152921,15167.5175910078,7827.6399043307
P15047,entA,6,302.52,26215.26623,212.0919339569,140.0371834455,97.6315111371,92.808622789
P0ADI4,entB,7,408.78,32515.26281,430.6888823537,332.0605815127,141.1949424624,223.1731637519
P0AEJ2,entC,4,178.94,42886.8798100001,181.4869037545,92.2621417296,16.9268328099,25.9587401443
P10378,entE,9,497.62,59057.1205000001,195.954371061,141.6713742754,93.9317440245,134.2216167377
P11454,entF,7,388.39,141883.565410001,60.7897118953,34.4098155918,28.0668149345,30.9542130031
P0A9B6,epd ,7,351.12,37258.20669,124.5164893251,139.6596442034,79.8038947821,116.1455275051
P30845,eptA,1,85.21,61609.6826600001,12.3460199489,7.7875525582,0.0464474746,0.0931358633
P37661,eptB,3,128.71,63745.5205900001,53.1615047596,59.8908240408,59.4897240337,37.6345503712
P06616,era ,5,255.25,33770.76018,318.77177488,245.2737438397,145.5204154936,177.2831205049
P39176,erfK,7,392.76,34371.6386,80.628646657,122.7387426245,429.7282402771,269.1946586345
P0ACC3,erpA,2,99.51,12074.75582,786.6002841585,567.3751435941,231.5016598542,360.0327823796
P0AEJ6,eutB,3,169.83,49353.6387600001,46.2137381215,81.492770422,20.6275091242,58.4857355232
P19636,eutC,2,53.06,31743.39396,32.2306303573,22.3267291321,17.3659260327,17.7961057916
P76541,eutL,3,157.31,22755.48307,109.4968760281,114.6859062077,119.8311693268,148.0479941882
P0ACZ4,evgA,3,145.33,22657.79834,65.707242554,46.9796439353,41.1122246185,35.6782979058
P0ABU7,exbB,4,414.15,26252.84497,779.8687682403,446.7163866176,96.0861411746,219.815729648
P0ABV2,exbD,7,312.72,15498.88005,665.7472412916,487.4972590177,100.2479233126,237.2657578647
P0ACL2,exuR,4,224.17,29798.93423,70.8616217041,58.0698194704,68.0428220987,52.4003026481
P0A6Q3,fabA,9,531.97,18938.6743,2802.0941531737,4180.9632110565,3511.5266591208,4686.5774099849
P0A953,fabB,25,2253.93,42568.0533800001,7148.2863973529,8233.9394809606,6560.4590692645,8434.0931045494
P0AAI9,fabD,6,696.44,32378.37752,783.1757487144,833.0915725774,718.3160302951,913.7887523092
P0AAI5,fabF,17,1387.76,43000.5527500001,1817.3217496289,1720.703342743,1659.6633497859,1717.7820074955
P0AEK2,fabG,12,1158.44,25526.19579,2429.1317983306,2269.8322450085,2121.8516912938,2399.8623507449
P0A6R0,fabH,12,1181.14,33475.97062,1289.2066325958,1062.6595007184,1229.1351993005,1142.2749478429
P0AEK4,fabI,20,1468.99,27828.04478,4028.3941039447,3248.6735917281,4141.3076139763,3882.5849117134
P21151,fadA,12,907.72,40831.62496,292.6644618122,1144.2809573033,769.376394766,1137.2345283621
P21177,fadB,23,1316.79,79525.4298800004,203.2636886962,994.6640443116,612.6492929481,920.1187053177
P69451,fadD,24,1422.8,62274.4531400002,269.9539185261,880.0947871126,2072.9733899373,1839.0173045247
Q47146,fadE,28,1987.86,89149.7810500004,270.8127598688,520.0382512882,1103.4315635692,840.8669699551
P42593,fadH,11,526.66,72614.3157200002,62.8628250962,220.0930457973,269.0841297753,285.0381426845
P76503,fadI,12,641.19,46483.1404900001,91.6760624136,280.9891890114,271.3048490112,405.3513303132
P77399,fadJ,11,576.42,77005.7293500003,66.6377605921,155.3685354072,169.4511072945,232.223870248
P10384,fadL,2,166.19,48493.5180400001,4.515720477,12.5527665158,87.6288979212,23.826935396
P0A8V6,fadR,5,286.29,26933.91284,169.9502529466,206.4612555423,190.4121502872,196.5823143093
P0AB71,fbaA,21,2098.86,39104.59675,7673.1655071871,6288.6600787991,9655.196292446,6075.8046444018
P0A991,fbaB,3,232.77,38067.1599900001,77.4630872741,97.3622099556,145.5188458245,274.3262932609
P0A993,fbp ,13,765.18,36792.64622,864.3485848947,1238.8934847833,367.1006334924,1105.5288739888
P13024,fdhE,7,339.94,34706.33649,240.9717002943,233.2425576882,82.7135392875,217.8145551396
P32176,fdoG,2,136.47,112549,4.597166354,9.0682695264,11.3180722336,18.0931692461
P0A9R4,fdx ,8,513.93,12304.8297,1738.3298562304,1288.6673348556,1332.3284779749,1133.1772514127
P80668,feaB,2,36.72,53647.3010600001,3.7824055799,20.9387622311,33.0678128418,29.1131997791
P05825,fepA,11,846.81,82038.4754900005,229.6087419911,123.6626549237,244.1887936483,155.6113732666
P0AEL6,fepB,4,181.69,34243.99555,188.1622849542,169.3718615992,204.314994463,167.512443723
P23878,fepC,2,45.78,29747.48938,23.6644189783,84.4446061367,17.0016547247,29.1145533482
P0AGD7,ffh ,22,1315.87,49737.2225800001,608.0444509497,540.7702843565,580.5792065531,449.63876694
P06971,fhuA,8,321.16,82113.2938700006,52.0849991688,76.4136888067,86.1124117816,86.3388052377
P07821,fhuC,2,80.03,28850.06916,38.0012426788,23.8054647594,25.5959953817,21.8494212568
P20605,fic ,4,291.07,22927.44971,140.12795067,136.963542323,675.6887006795,323.8944596239
P69380,fieF,1,36.69,32888.18695,55.3059905027,14.8383477422,33.1537601838,13.2715429428
P31697,fimC,1,45.18,26653.86317,16.757963129,2.2123563865,0.6818545725,0.6946205766
P0A6R3,fis ,4,382.6,11214.75515,2210.5409575567,1314.8187638573,78.2387625011,293.2574817304
P75780,fiu ,14,833.75,81891.9087500006,261.4304534435,126.8425321177,313.5210729561,130.3685510408
P0A9L3,fklB,8,462.36,22184.50613,2245.1994714238,1941.0887990507,1462.5499234832,1947.8462850495
P45523,fkpA,8,546.75,28846.14416,1459.7664161384,1291.6556148914,1466.8680593969,1264.0476063818
P0AEM0,fkpB,2,147.59,16052.92141,307.8175015198,371.9599360171,172.793719121,290.2052452506
P61949,fldA,3,325.24,19706.53052,1762.5941989458,1803.441380319,2075.9383459203,1733.3541772721
P0AEM4,flgM,3,198.43,10316.29653,135.3119754936,275.1287175626,65.2918135915,144.6540634193
P04949,fliC,7,522.25,51246.5609500002,14.2053271746,575.044377771,7.2049475677,36.2348140096
P0AEM9,fliY,24,1991.23,29003.20238,2668.9037111861,3022.8603518106,4239.8900541876,3325.4775620548
P39180,flu ,25,2206.35,106742.981570001,2035.4459488208,2451.493515244,1243.8478788237,2367.2548409691
P23882,fmt ,6,394.66,34128.84631,264.7798768903,273.1410452544,384.7938675364,314.0755530464
P0A9E5,fnr ,4,315.26,27931.33827,512.8630852773,680.5540602505,402.5233874325,416.4631615437
P0AC23,focA,2,102.1,30951.9479,109.4181081971,171.6911434295,197.1835044658,181.2320604708
P0ABQ4,folA,9,555.61,17969.89353,563.2272188635,626.9548172442,711.3477267855,910.5268551473
P08192,folC,10,705.12,45359.4308900001,273.0542745145,235.6239598644,194.9438540445,239.3649559525
P24186,folD,11,894.93,31006.32562,1356.5418812452,1063.7025640126,1131.5514055025,1384.8139703949
P0A6T5,folE,15,1087.13,24796.90762,2272.8599825248,1223.4131118477,335.9522160302,957.4746503399
P26281,folK,1,83.35,18049.36747,176.3684493295,141.0315210909,102.745158699,93.2714674645
P0AFS3,folM,1,59.87,26313.56662,19.7333523104,25.0877453013,15.3117272163,17.869070871
P0AC13,folP,6,250.41,30577.67761,184.9180344954,182.5767341745,111.4441963687,162.9978113531
P0AC19,folX,6,342.65,14055.38764,979.3906778769,666.0736110185,444.0858768203,543.6474074113
P28861,fpr ,10,527.01,27715.30712,411.8462809678,331.3188439046,379.5853611769,329.9158011708
P00363,frdA,18,1070.28,65911.6493300002,112.4420571694,1043.0918377423,510.5872870003,1027.6762287773
P0AC47,frdB,7,324.2,27087.16048,85.8725597933,1035.107513727,392.3680587367,1092.0231296544
P0AEN1,fre ,10,620.31,26207.32303,693.0819231505,847.4610514918,495.2815106241,583.9044446167
P25437,frmA,14,1052.15,39315.8581100001,827.0928289296,980.2492016468,776.5850582559,681.9779118028
P0AAP3,frmR,4,223.46,10293.31707,325.6752515008,294.9862335376,308.3358191723,317.1322140238
P0A805,frr ,16,986.15,20607.85322,3195.7468323559,2725.3608433268,3416.2207098388,2969.3035361068
P04335,frsA,12,653.89,46960.5554200001,224.6084512478,150.4353120299,155.4380170915,153.6610123178
P20966,fruA,6,282.97,57463.6442900001,127.8131147331,132.6204326279,946.337679534,277.6067623306
P69811,fruB,9,640.75,39605.5113200001,232.8459175084,184.5214499671,1465.4763026834,295.4682639256
P0AEW9,fruK,8,454.89,33716.33963,200.4704022914,140.5448174316,673.935073012,194.3219064468
P0ACP1,fruR,5,317.88,37957.7114200001,192.2879256199,323.1206981222,167.3041415013,282.0793553666
P0A998,ftnA,5,377.82,19393.38241,306.8569288101,375.8752087057,243.7429164655,386.0202104085
P0ABH0,ftsA,16,1034.08,45283.45163,660.775822328,596.1033569111,760.1149461786,591.5018253369
P0A6S5,ftsB,2,93.28,11596.94527,168.2495072972,107.2250082503,62.5156061138,47.6584761712
P0A9R7,ftsE,3,164.27,24405.87198,272.4437345098,282.4361628746,310.7947153916,260.2184684142
P0AAI3,ftsH,37,2106.24,70645.4092000002,1462.5282730181,1197.9940034092,1452.1588719662,1064.2347197147
P0AD68,ftsI,8,351.43,63819.4997900002,81.8333496984,85.3268009086,33.3051529724,44.6741911034
P46889,ftsK,8,418.39,146553.5019,78.8202705241,59.5808643538,7.74858351,7.4594832193
P29131,ftsN,7,412.15,35753.37745,275.6357237594,224.3537387787,296.1809852796,154.9282098274
P0AC30,ftsX,6,431.66,38501.30717,94.0838662357,99.2038693643,98.4926218075,118.9489665499
P10121,ftsY,15,1054.24,54461.9073400001,675.9520418339,613.1273191497,754.1985206615,674.4698906801
P0A9A6,ftsZ,34,2820.99,40280.55906,2833.5312580573,2252.7748551534,1525.0850073384,1417.8209264045
P69922,fucI,3,182.52,64916.8889700002,22.3976221603,97.3929062646,23.0910128579,116.4859553691
P0A9S1,fucO,4,215.36,40600.70263,21.5261596715,170.6376914144,55.4984563542,186.9996344502
P0AC33,fumA,38,3016.68,60242.5617500001,1285.5139558015,3870.1655017036,312.8716004088,1937.6172699015
P05042,fumC,15,1060.24,50438.7100000001,398.1357632608,1257.8505768113,520.035428166,1171.5993352892
P0A9A9,fur ,8,567.48,16766.34053,1764.5413288487,2404.3583372041,1596.0018078892,2068.8816282213
P0A6M8,fusA,48,4787.46,77514.4752300004,10483.0283985235,10131.1360725618,11441.9269052797,10584.1058581948
P37147,fxsA,1,101.5,17662.46555,69.6395449001,97.1871296006,209.6952128553,102.0650181434
P25526,gabD,21,1419.2,51669.6068600001,479.7155269851,820.311348282,762.8565982365,1000.4171709996
P22256,gabT,18,1374.75,45727.4928300001,475.6124621549,985.4289209428,790.2634310756,1386.5903923749
P69908,gadA,1,1126.88,52633.13916,16.7857479806,40.0579396556,306.1796226285,55.9786596178
P69910,gadB,1,1138.77,52616.14498,12.5001939605,29.114325838,168.8814665002,17.8740502321
P09147,galE,13,603.04,37223.63088,464.3019528564,539.3962330582,533.7224221851,603.2329763932
P0AAB6,galF,19,1477.28,32790.12707,2256.2508972319,2061.7028414364,2589.8230137171,1884.4576280788
P0A6T3,galK,10,593.92,41397.83668,569.710865065,928.5192099262,727.7211664087,870.6952255897
P0A9C3,galM,14,1064.45,38148.75888,887.9335892524,963.5025030601,732.5161952003,970.2289181715
P0AEP1,galP,1,56.34,50930.9705400001,12.6249219256,18.8586034877,14.3946847046,6.26412258
P0AEP3,galU,20,1492.38,32902.99162,2589.606966782,2183.2766744861,3567.2145585048,2439.4038389653
P0A9B2,gapA,32,2087.93,35492.2309,17419.7743941851,11249.4425611932,20672.4393193881,13400.166198829
P23522,garL,2,99.84,27349.15986,34.6616478668,61.2405845038,101.5490464919,101.671162146
P0ABQ2,garR,9,688.55,30389.81841,158.358808268,309.74032967,199.6941165377,1443.5057388046
P69828,gatA,9,683.07,16878.77273,2698.5365145866,8130.0498623866,1311.7937033523,4673.659555017
P37188,gatB,7,724.45,10197.27069,5081.2965783345,24997.3729147519,1224.7914874129,7540.6121496417
P69831,gatC,9,496.85,48315.1664600001,880.3497725378,5204.272039893,758.3224261529,778.6748823135
P0A9S3,gatD,10,768.96,37348.25439,319.9429363532,2275.2229821373,274.8545648513,1521.4440545267
P0C8J6,gatY,15,809.13,30774.55511,2456.3267714771,18434.1268888871,1472.9426762036,9758.9813966417
P0C8J8,gatZ,22,1527.22,47060.7694100001,945.400625245,5242.9045299183,239.9101861054,262.0466591789
P15877,gcd ,16,748.17,86673.8120100005,205.1489612333,59.8323802257,434.0598443418,94.9428868506
P05852,gcp ,7,307.31,35967.52524,158.334017028,125.1843930461,161.7112047784,123.124400569
P0A9F6,gcvA,2,62.27,34362.11053,15.8701547085,26.0305570063,40.3014660793,37.0031183144
P0A6T9,gcvH,2,162.52,13784.63774,1198.974872135,841.9162583881,826.4290866191,1240.369031203
P33195,gcvP,26,1819.92,104291.742270001,527.2264999329,552.6164471409,346.6323880652,464.6684887271
P0A9I3,gcvR,5,488.45,20737.48421,629.159051732,609.354821447,409.7460731771,250.8328257147
P27248,gcvT,10,541.28,40103.1916000001,678.1942238413,581.3715239898,526.195022963,588.5542212357
P00370,gdhA,39,2627.78,48532.35541,5753.8817938057,2709.1684328619,660.0432519817,1817.5453799138
P18956,ggt ,15,669.8,61711.2289500002,197.0395729841,225.4498304316,242.3184046484,197.4683973177
P75913,ghrA,10,502.17,35303.17335,492.8933758752,471.3832595154,357.0724957112,452.0999005945
P37666,ghrB,16,901.78,35355.05266,1917.7175080245,1210.1165389771,1181.9717964031,1009.3577290353
P37330,glcB,23,1351.76,80419.8571300003,286.2679453599,954.7664903889,415.7717434096,891.2593794862
P0ACL5,glcC,2,44.73,28790.28432,2.8848741325,134.675207376,4.6400559556,39.8849549211
P52073,glcE,1,36.35,38318.46988,1.7004616118,10.826133089,5.7728407231,0.8196655398
P52074,glcF,1,35.87,45063.3046500001,0.1703818424,59.9431737698,1.4250835592,5.0015594749
P0A9S5,gldA,7,354.67,38669.68853,131.60127005,206.1460052278,185.4355762542,247.7010992542
P37747,glf ,14,744.84,42920.75887,674.9260584359,652.4483587798,309.2399020367,466.6791719737
P0A6U8,glgA,9,496.32,52771.0654600001,361.1021315231,373.1752075177,482.4551373626,460.1866039795
P07762,glgB,12,615.07,84265.7717400004,163.6142093115,183.6634013327,230.9247121398,225.3187165954
P0A6V1,glgC,16,934.63,48648.4803000001,671.9549718414,740.3246936248,1031.7086062954,1210.5511643694
P0AC86,glgP,19,782.28,93096.0971500003,196.8633495861,229.9589182695,198.5683735055,265.4280900352
P26649,glgS,1,46.89,7868.60495,4.2165420524,6.0144195244,202.6950120965,79.8093173297
P15067,glgX,7,309.2,73512.4661200003,72.6506738205,75.2262786974,55.7160148061,63.7588334986
P0A6V8,glk ,13,728.17,34682.97956,528.0497277602,721.6342611768,606.9061293412,712.240012182
P31120,glmM,23,1535.85,47495.5337400001,1268.6748363364,1011.3113410366,1371.2758345626,1189.7189937977
P17169,glmS,32,2914.09,66834.6190600002,2485.3426616935,1778.8987649883,2073.0324617089,1808.4124260952
P0ACC7,glmU,13,711.91,49141.5752700002,536.862798521,338.430089627,558.1306576359,413.3702191815
P0A9C5,glnA,35,3009.61,51852.71686,8726.4966013312,3900.3812125693,4279.4158677918,3931.8936966215
P0A9Z1,glnB,6,238.82,12399.5981,772.3344312792,881.7730064218,715.7072564984,953.0230040079
P27249,glnD,16,718.38,102307.94002,83.1665318602,89.3380505987,50.5127860767,70.2847398319
P30870,glnE,11,708.87,108332.14427,104.9320729699,105.5934446542,63.7386306305,93.7467790118
P0AFB8,glnG,7,351.79,52204.2551700001,146.1071006853,62.3749960318,123.142281557,57.8650994623
P0AEQ3,glnH,20,1353.58,27155.19991,2549.3284306678,6037.1231441753,2925.801256715,4603.0313773366
P0AC55,glnK,3,187.8,12233.6764,323.5146968881,30.8255026805,270.6938570533,9.8064913664
P0AFB5,glnL,4,263.62,38514.2687100001,143.3161790011,68.3290455901,84.9331164449,55.5285943651
P0AEQ6,glnP,4,161.79,24330.54365,156.1832288398,264.916498729,250.1247115742,319.3936446321
P10346,glnQ,5,411.9,26696.11147,782.1524866203,1337.1659508918,981.8685519492,1231.1908846302
P00962,glnS,32,2113.32,63419.7825700002,1268.0732393756,1112.7955443167,1232.0682678136,1189.4285389594
P0AC81,gloA,4,148.06,14892.51473,448.8701656707,735.1146399623,490.2374637712,471.209347479
P0AC84,gloB,6,375.06,28398.34858,309.2124253452,394.4174065214,535.988430366,576.1763921093
P13035,glpD,9,436.81,56697.0699700001,65.1667812545,87.060258264,199.5722851068,261.0306231809
P0A6F3,glpK,17,1196.2,56177.2502500001,199.8205435645,606.7285794881,429.8982890571,774.2501571033
